,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight
338,2022-05-23_14h49m45s,Obj_75_thaw,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,93,167,807,453,2022-05-23_14h51m14s,Other Solvent,high,0.14285714285714285
339,2022-05-23_14h48m18s,Obj_35_ice,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,21,51,663,686,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666
340,2022-05-23_14h47m55s,Obj_45_ice,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,55,59,696,953,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666
341,2022-05-23_14h47m32s,Obj_55_ice,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,41,67,559,1513,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666
342,2022-05-23_14h42m31s,Obj_Thawed,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,29,96,781,624,2022-05-23_14h42m31s,Other Solvent,high,1.0
343,2022-05-23_14h28m02s,RawNG_Ice,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,72,52,412,2692,2022-05-23_14h28m02s,Other Solvent,high,1.0
344,2022-05-23_14h29m06s,RawNG_Frozen,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,72,67,515,1851,2022-05-23_14h29m06s,Other Solvent,high,1.0
345,2022-05-21_20h06m53s,S-2107-023624_Mimetic2_S5_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,21,51,129,527,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333
346,2022-05-21_20h06m35s,S-2107-023624_Sec15_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,58,38,209,1316,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555
347,2022-05-21_20h04m28s,S-2103-004078_Sec7_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,53,55,227,910,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555
348,2022-05-21_20h04m48s,S-2103-004150_Sec7_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,11,38,129,712,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555
349,2022-05-21_20h03m48s,S-2107-023624_Sec4_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,49,100,295,854,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555
350,2022-05-21_20h01m28s,S-2107-023624_Sec3_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,67,113,395,1120,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555
351,2022-05-21_19h59m08s,S-2107-023624_Mimetic1_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,34,25,213,577,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333
352,2022-05-20_00h54m19s,top_control_1,Iowa State University,Josiah Rensner,True,Positive,lemna minor,frond,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHAP)/Gold Sputter",Other,none,240000.0,15,14,86,600,2022-05-20_00h54m19s,DHAP,high,1.0
356,2022-05-17_15h40m15s,20220513_1332x914_8um_TB Left Lobe#6_Mice_AcOH_AND_Neg_mode_250-2000mz_70K_Laser39_5p0kV_350C_Slens900_Line_leftright_centroid,MALDI-MSI-UB,Landry Blanc,True,Negative,mouse,lung,infected,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,70000.0,43,78,103,620,2022-05-17_15h40m15s,DAN,low,1.0
362,2022-05-14_00h32m49s,data001,PNNL,mike taylor,True,Positive,coriandrum sativum,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,6,26,333,5882,2022-05-12_20h08m36s,Other Solvent,medium,0.3333333333333333
366,2022-05-12_20h08m36s,data001,PNNL,mike taylor,True,Positive,coriandrum sativum,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,23,17,518,8407,2022-05-12_20h08m36s,Other Solvent,medium,0.3333333333333333
376,2022-04-22_14h00m05s,case2-49_V1_pos,None,Ilona Lipp,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",EtOH,50% EtOH,141421.35623730952,34,59,285,1005,2020-11-16_11h13m38s,DHB,medium,0.16666666666666666
377,2022-04-22_13h59m24s,case2-49_CoS_pos,None,Ilona Lipp,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",EtOH,50% EtOH,141421.35623730952,63,54,195,1158,2022-04-22_13h53m22s,DHB,medium,0.25
378,2022-04-22_13h57m25s,case3-49_V1_pos,None,Ilona Lipp,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",EtOH,50% EtOH,141421.35623730952,47,25,259,1188,2020-11-16_11h13m38s,DHB,medium,0.16666666666666666
379,2022-04-22_13h58m27s,case2-49_MFS_pos,None,Ilona Lipp,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",EtOH,50% EtOH,141421.35623730952,55,48,231,1127,2022-04-22_13h50m55s,DHB,medium,0.25
380,2022-04-20_00h01m43s,mac_p8_ammonium_s1_1_50um_15T,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p8_ammonium,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,200000.0,24,74,336,678,2022-04-20_00h01m43s,NEDC,medium,1.0
382,2022-04-19_20h57m15s,mac_p11_nitrate_2_neglowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p11_nitrate,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,43,104,228,1417,2022-04-19_20h47m01s,NEDC,medium,0.25
383,2022-04-19_20h53m41s,mac_p7_control_1_neg_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p7_control,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,61,69,135,799,2022-04-19_20h53m41s,NEDC,medium,1.0
384,2022-04-19_20h55m48s,mac_p10_control_1_neglowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p10_control,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,55,49,122,527,2022-04-19_20h55m48s,NEDC,medium,1.0
385,2022-04-19_20h54m12s,mac_p8_ammonium_1_neg_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p8_ammonium,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,32,49,194,988,2022-04-19_20h54m12s,NEDC,medium,1.0
386,2022-04-19_20h54m41s,mac_p8_ammonium_2_neglowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p8_ammonium,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,35,91,265,1412,2022-04-19_20h54m41s,NEDC,medium,1.0
387,2022-04-19_20h45m23s,mac_p6_nitrate_1_neglowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p6_nitrate,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,53,135,243,1191,2022-04-19_20h47m01s,NEDC,medium,0.25
388,2022-04-19_20h47m01s,mac_p6_nitrate_2_neglowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p6_nitrate,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,49,121,232,1153,2022-04-19_20h47m01s,NEDC,medium,0.25
406,2022-04-11_22h09m10s,S1_NoLockMass_04012022_Recal,UTHSA,Annapurna Pamreddy,True,Negative,rat,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,7,16,30,1091,2022-04-11_22h09m10s,DAN,medium,1.0
416,2022-04-07_05h30m15s,SA8 control,None,jacquelyn spathies,True,Positive,human,hacat cells,control,MALDI,MALDI,TOF,timsTOF Flex,DHB,"2,5-dihydroxybenzoic acid (DHB)",ACN,70% ACN,60000.0,19,14,29,196,2022-04-07_05h30m15s,DHB,low,0.5
417,2022-04-04_22h54m13s,20220331_tort_cntrl_erastin_12dhb_001_a11_c_erastin_1,PNNL,mike taylor,True,Positive,human,ovary,tumor,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,34,52,382,2798,2022-04-04_22h54m13s,DHB,high,1.0
419,2022-04-01_21h01m59s,S1_NoLockMass_04012022,UTHSA,Annapurna Pamreddy,True,Negative,rat,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,24,33,221,1460,2022-04-01_21h01m59s,DAN,medium,1.0
421,2022-03-30_19h09m25s,ControlEye-3,None,Dorothy Ahlf Wheatcraft,True,Positive,mouse,eye,wildtype,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,11,28,21,485,2022-03-30_18h38m10s,CHCA,low,0.5
422,2022-03-30_18h56m35s,ControlEye2,None,Dorothy Ahlf Wheatcraft,True,Positive,mouse,eye,wildtype,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,9,26,51,974,2022-03-30_18h56m35s,CHCA,low,1.0
425,2022-03-21_20h30m27s,NHP 40437 LN,None,Eli Rosen,True,Positive,human,lymph node,rt-shiv+,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,96,139,693,3443,2022-03-21_18h51m06s,Other Solvent,medium,0.3333333333333333
432,2022-02-17_22h10m58s,20220215_dv_meredith_hpmc_lowmz_50000peaks,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,49,57,40,348,2022-02-17_22h10m58s,NEDC,medium,1.0
433,2022-02-17_18h52m34s,20220215_dv_meredith_hpmc_lowmz_separate,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,36,58,166,1869,2022-02-17_18h52m34s,NEDC,medium,1.0
434,2022-02-17_20h56m17s,20220211_dv_meredith_3_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,71,138,334,336,2022-02-17_20h55m59s,NEDC,medium,0.25
435,2022-02-17_03h10m46s,20220215_dv_meredith_hpmc_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,36,58,166,1869,2022-02-17_07h52m02s,NEDC,medium,0.5
436,2022-02-17_20h56m35s,20220211_dv_meredith_5_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,26,96,214,283,2022-02-17_20h55m59s,NEDC,medium,0.25
438,2022-02-23_21h58m08s,meredith_neg_lowmz_gelatine_notape,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,44,94,139,135,2022-02-23_21h58m08s,NEDC,medium,1.0
449,2022-03-10_02h56m21s,t2_tissues_km-total ion count-8.36,None,Kaira Mayberry,True,Negative,mouse,ovary,"cancer, hcc",MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,1000000.0,43,80,98,105,2022-03-10_02h56m21s,DAN,high,1.0
450,2022-03-08_20h56m36s,20220304_mt_torti_sampl_2,PNNL,mike taylor,True,Positive,human,ovary,tumor,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,27,91,230,2505,2022-03-08_20h56m36s,DHB,high,0.5
452,2022-03-07_11h16m23s,20220304_521x860_25um_Mouse sample train bloc1#7_Dan spray+Plamd31++_Neg_mode_200-1000mz_70K_Laser39_5.5kV_350C_Slens90_line_leftright_centroid,None,Landry Blanc,True,Negative,mouse,lung,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,98994.94936611666,16,117,186,600,2022-03-04_11h13m43s,DAN,medium,0.16666666666666666
453,2022-03-04_16h56m47s,IR_plasma_FFPE_kidney_pos_mz300-1000,National Physical Laboratory ,Rory Steven,True,Positive,mouse,kidney,wildtype,Other,AP-IR-plasma-LDI,Orbitrap,Orbitrap,Other,none,Other,none,169705.62748477142,462,217,292,434,2022-03-02_08h49m17s,Other Solvent,medium,0.5
454,2022-03-04_11h13m43s,20220302_467x707_25um_Mouse sample train bloc2#3_Dan spray+Plamd31++_Neg_mode_200-1000mz_70K_Laser39_5.5kV_350C_Slens90_line_leftright_centroid,None,Landry Blanc,True,Negative,mouse,lung,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,98994.94936611666,64,61,216,655,2022-03-04_11h13m43s,DAN,medium,0.16666666666666666
456,2022-03-02_09h36m24s,IR_plasma_fresh_kidney_neg_mz300-1000,National Physical Laboratory ,Rory Steven,True,Negative,mouse,kidney,wildtype,Other,AP-IR-plasma-LDI,Orbitrap,Orbitrap,Other,none,Other,none,169705.62748477142,211,425,423,221,2022-02-28_11h15m58s,Other Solvent,medium,0.5
457,2022-03-02_09h12m28s,IR_plasma_FFPE_kidney_neg_mz300-1000,National Physical Laboratory ,Rory Steven,True,Negative,mouse,kidney,wildtype,Other,AP-IR-plasma-LDI,Orbitrap,Orbitrap,Other,none,Other,none,169705.62748477142,411,321,412,94,2022-03-02_09h12m28s,Other Solvent,medium,0.5
460,2022-02-23_22h31m59s,meredith_gelatine_lowmz_neg_notape_01,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,44,94,139,135,2022-02-23_22h31m59s,NEDC,medium,1.0
467,2022-02-18_19h10m35s,S-2108-005528_Sec3_S1_lip_pos_20220217_JL,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,11,13,32,662,2022-01-06_23h29m58s,DHB,high,0.02702702702702703
476,2022-02-14_11h58m38s,20220211_608x860_25um_Mouse sample train bloc1#10_Dan spray_Neg_mode_200-1000mz_70K_Laser39_5.5kV_400C_Slens90_line_leftright_centroid,None,Landry Blanc,True,Negative,mouse,lung,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,98994.94936611666,42,77,96,402,2022-02-14_11h58m38s,DAN,medium,1.0
478,2022-02-07_18h14m30s, 036_pilot_Mimetic2_S2_lip_neg_20220204_jl,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,43,71,133,1344,2022-02-07_18h14m30s,NEDC,high,1.0
479,2022-02-07_18h03m46s,036_pilot_Sec4_S2_lip_neg_20220203_jl,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,47,71,131,2720,2022-02-07_18h05m58s,NEDC,high,0.3333333333333333
481,2022-02-03_20h02m30s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+K]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,76,97,244,584,2022-02-03_20h02m30s,Other Solvent,high,1.0
482,2022-02-03_20h15m22s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+H]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,33,49,78,182,2022-02-03_20h15m22s,Other Solvent,high,1.0
483,2022-02-03_20h07m15s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+Na]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,25,27,52,243,2022-02-03_20h07m15s,Other Solvent,high,1.0
484,2022-02-02_10h00m45s,20220201_522x298_20um_Camelina 6 seeds bloc3#3_Tol_DHB_Pos_mode_200-2000mz_70K_Laser37_5.2kV_400C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Positive,camelina,seed,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,DHB,Other,70/30 Tol/Prop,98994.94936611666,4,81,422,1698,2022-01-27_09h45m04s,DHB,medium,0.3333333333333333
492,2022-01-31_09h08m54s,high speed mouse brain 1.9 pixels/s,JLU Giessen,Max Müller,True,Positive,mouse,brain,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,27,12,212,1211,2022-01-31_09h18m06s,DHB,high,0.5
496,2022-01-27_04h19m34s,mlctrl hct116 dhb1-total ion count,None,Yijia wang,True,Positive,tumor spheroids,spheroids,n/a,MALDI,MALDI,FTICR,15 T FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,140000.0,53,35,43,34,2022-01-27_04h19m34s,CHCA,medium,1.0
497,2022-01-27_04h18m25s,mlctrl hct116 chca 1-total ion count,None,Yijia wang,True,Positive,tumor spheroids,spheroids,n/a,MALDI,MALDI,FTICR,15 T FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,140000.0,63,61,68,169,2022-01-27_04h18m25s,CHCA,medium,1.0
498,2022-01-25_21h20m23s,t1_tissue-total ion count,None,Kaira Mayberry,True,Negative,mouse,ovary,"cancer, hcc",MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,1000000.0,42,84,96,113,2022-01-25_21h20m23s,DAN,high,1.0
499,2022-01-25_08h08m02s,HS_5um_3_A25_200x300_5um_pixelmode_4kV_DHB_X189,JLU Giessen,Max Müller,True,Positive,mouse,cerebellum,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26,19,135,715,2022-01-25_08h08m02s,DHB,high,0.5
503,2022-01-19_03h09m11s,047pilot_mimetic2_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,46,66,131,1888,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285
504,2022-01-19_02h06m06s,047pilot_sec3_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,43,76,94,2710,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
505,2022-01-19_01h41m42s,047pilot_sec2_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,64,54,96,2776,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
506,2022-01-19_01h21m11s,047pilot_sec1_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,62,58,102,2733,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
507,2022-01-18_00h25m47s,026pilot_mimetic2_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,41,58,137,2195,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285
508,2022-01-17_23h48m59s,026pilot_sec2_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,64,42,107,1951,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
509,2022-01-17_23h21m33s,026pilot_sec4_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,35,64,106,2354,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
510,2022-01-17_22h44m46s,047pilot_mimetic1_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,33,83,90,2471,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285
511,2022-01-17_22h30m20s,047pilot_sec7_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,54,69,106,2752,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
512,2022-01-17_22h28m27s,047pilot_sec6_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,44,64,78,2630,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667
514,2021-04-14_18h06m51s,Control - BT474 Brain Met D NEg,None,Landry Blanc,True,Negative,mouse,brain,cancer tumor,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,84852.81374238571,65,83,145,557,2021-04-14_18h06m51s,DAN,medium,1.0
515,2022-01-12_10h42m57s,20201216_580x326_20um_Mouse_brain_DAN_Neg_mode_200-2000mz_70K_Laser38_6.0kV_400C_Slens90_linemode_centroid,None,Landry Blanc,True,Negative,mouse,brain,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,70000.0,35,31,99,415,2022-01-12_10h42m57s,DAN,low,1.0
519,2022-01-11_07h00m24s,20211229_interaction_and_control_neg_lowmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,interaction and control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,54,42,293,1601,2022-01-11_07h00m24s,NEDC,medium,1.0
520,2022-01-11_06h02m20s,20211229_dv_leuco_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,leuco_control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,28,37,159,630,2022-01-11_06h02m20s,NEDC,medium,1.0
521,2022-01-11_05h55m31s,20211229_dv_esco_control_neg_highmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,"infected, escovopsis",MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,26,11,45,601,2022-01-11_05h55m31s,NEDC,high,1.0
523,2022-01-11_05h55m56s,20211229_dv_leuco_control_neg_highmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,leuco_control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,13,11,11,461,2022-01-11_05h55m56s,NEDC,high,1.0
