ds_id,name,group,submitter,is_public,polarity,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2018-06-29_23h21m28s,180620_L2-6_10h_E.coli22,U Copenhagen,Ásta María Joensen,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,86.0,76.0,54.0,53.0,2018-06-11_14h02m47s,Other Solvent,medium,0.2,148157.48896719614,False,False
2018-08-22_11h26m11s,180817_RatBrain_100um_128by56_Atn15,U Copenhagen,Fernanda Endringer Pinto,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,DHB,Other,none,140000.0,11.0,24.0,347.0,1631.0,2018-08-22_11h26m11s,DHB,medium,1.0,285472.7228574874,True,True
2018-10-12_09h21m15s,181010_CAF01_Tris_100umNeg_atn28_117by79,U Copenhagen,Fernanda Endringer Pinto,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH,140000.0,27.0,86.0,156.0,480.0,2018-10-12_09h21m15s,DAN,medium,1.0,328758.4192096889,False,False
2018-10-12_09h25m16s,181009_CAF01_Trehalose_100umNeg_112by141_atn28,U Copenhagen,Fernanda Endringer Pinto,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH,140000.0,24.0,90.0,150.0,355.0,2018-10-12_09h25m16s,DAN,medium,1.0,328758.4192096889,False,False
2018-10-31_10h26m49s,181030_1CAF01_Tris_100umNeg_127by122_atn28,U Copenhagen,Fernanda Endringer Pinto,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH,140000.0,34.0,103.0,297.0,730.0,2018-10-18_15h53m44s,DAN,medium,0.5,164379.20960484445,False,False
2019-01-17_19h54m30s,181108_Control_Lungs_100umNeg_107by108_atn15,U Copenhagen,Fernanda Endringer Pinto,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH,140000.0,26.0,78.0,198.0,701.0,2019-01-17_19h54m30s,DAN,medium,1.0,394510.10305162665,True,True
2021-03-22_13h37m54s,5H_1_150um_Pos_75-500mz,U Copenhagen,Fernanda Endringer Pinto,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,91.0,427.0,412.0,578.0,2021-03-22_13h37m54s,MeOH,medium,0.5,450468.62813356565,False,False
2021-03-22_13h40m42s,5J_1_150um_Pos_100-1500mz,U Copenhagen,Fernanda Endringer Pinto,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,83.0,65.0,837.0,2434.0,2021-03-22_13h49m18s,MeOH,medium,0.5,450468.62813356565,False,False
2021-03-22_13h50m40s,5G_1_150um_Neg_75-500mz,U Copenhagen,Fernanda Endringer Pinto,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,31.0,14.0,639.0,1075.0,2021-03-22_13h50m40s,MeOH,medium,0.5,518772.3457651673,True,False
2021-03-22_13h51m44s,5G_2_150um_Neg_75-500mz,U Copenhagen,Fernanda Endringer Pinto,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,17.0,284.0,400.0,702.0,2021-03-22_13h50m40s,MeOH,medium,0.5,518772.3457651673,False,False
2021-03-22_13h53m18s,5I_1_150um_Neg_100-1500mz,U Copenhagen,Fernanda Endringer Pinto,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,31.0,39.0,296.0,1933.0,2021-03-22_13h53m18s,MeOH,medium,0.5,518772.3457651673,False,False
2021-03-22_13h59m01s,5I_2_150um_Neg_100-1500mz,U Copenhagen,Fernanda Endringer Pinto,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,90% MeOH ,140000.0,10.0,39.0,175.0,1321.0,2021-03-22_13h53m18s,MeOH,medium,0.5,518772.3457651673,False,False
2022-08-18_14h04m18s,20191118_BCC 3_DAN_40um_259by138_atn0,U Copenhagen,Fernanda Endringer Pinto,True,Negative,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH ,140000.0,22.0,52.0,111.0,350.0,2022-08-18_14h04m18s,DAN,medium,1.0,591765.15457744,False,False
2016-09-21_16h07m23s,UoMelbourne//160611_Kangaroo_Image,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,300000.0,7.0,15.0,115.0,476.0,2016-09-21_16h07m23s,Other Matrix,high,1.0,187783.8328803243,False,False
2016-09-23_14h04m09s,UoMelbourne//140702_UNInfected_BPYN_Neg,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,200000.0,21.0,42.0,79.0,305.0,2016-09-23_14h04m09s,Other Matrix,medium,1.0,172422.17236039334,False,False
2016-11-18_06h01m50s,150617_Rat_DAN_Neg-centroid,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,24.0,47.0,113.0,516.0,2016-11-18_06h01m50s,DAN,high,1.0,187783.8328803243,False,False
2016-11-25_12h00m00s,150618-RatBrain-DHA-NEG-centroid,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,,720000.0,35.0,46.0,118.0,867.0,2016-11-25_12h00m00s,DHAP,high,1.0,187783.8328803243,False,False
2016-12-01_18h38m52s,150617_Rat_DAN_POS_centroid,U Melbourne,Berin Boughton,True,Positive,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,47.0,20.0,141.0,1219.0,2016-12-01_18h38m52s,DAN,high,1.0,163059.43497912303,False,False
2016-12-01_18h42m02s,150618-RatBrain-DHA-POS_centroid,U Melbourne,Berin Boughton,True,Positive,MALDI,MALDI,FTICR,FTICR,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,,720000.0,57.0,37.0,162.0,1654.0,2016-12-01_18h42m02s,DHAP,high,1.0,163059.43497912303,False,False
2017-03-14_05h52m52s,20170221_rat_bpyn-neg-reg5,U Melbourne,Dinaiz Thinagaran,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,720000.0,89.0,57.0,39.0,34.0,2017-03-14_05h52m52s,Other Matrix,high,0.5,131309.20245097706,False,False
2017-03-14_05h55m54s,20170221_rat_bpyn-pos-reg2,U Melbourne,Dinaiz Thinagaran,True,Positive,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,720000.0,53.0,50.0,82.0,1.0,2017-03-14_05h57m36s,Other Matrix,high,0.3333333333333333,76013.65900638557,False,False
2017-03-14_06h00m37s,20170221_rat_dan-neg-reg2,U Melbourne,Dinaiz Thinagaran,True,Negative,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,71.0,57.0,31.0,54.0,2017-03-14_06h00m36s,DAN,high,0.3333333333333333,87539.46830065137,False,False
2017-04-10_16h37m14s,170321_kangaroobrain-bpyn1-pos_maxof50.0_med1r,U Melbourne,Berin Boughton,True,Positive,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,780000.0,21.0,13.0,51.0,896.0,2017-04-10_16h37m14s,Other Matrix,high,1.0,217412.57997216404,False,False
2017-08-02_00h09m50s,170801_NEG_CTR_04-273_bpyn_rms,U Melbourne,Dinaiz Thinagaran,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,24.0,69.0,135.0,151.0,2017-08-10_06h56m24s,Other Matrix,high,0.3333333333333333,87539.46830065137,False,False
2017-08-15_02h18m25s,170812_neg_ctr-09-208-bpyn-rms,U Melbourne,Dinaiz Thinagaran,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,84.0,47.0,195.0,390.0,2017-08-15_02h18m25s,Other Matrix,high,1.0,262618.4049019541,True,True
2018-09-20_04h57m51s,180723_practise brain_ff_dan_pos ,U Melbourne,Farheen Farzana,True,Positive,MALDI,MALDI,FTICR,FTICR,DAN,DAN,Acetone,acetone,140000.0,21.0,25.0,44.0,178.0,2018-09-20_04h57m51s,DAN,medium,1.0,5261.007440530773,False,False
2018-09-23_07h53m38s,20180920_grapeut2_bpyn - root mean square1,U Melbourne,Sanuli Paralkar,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,none,300000.0,152.0,90.0,126.0,363.0,2018-09-23_07h53m38s,Other Matrix,high,1.0,341445.884397977,False,False
2018-09-27_06h39m01s,20180926_grapest12_dhb_final - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,23.0,33.0,51.0,2474.0,2018-09-28_13h55m47s,DHB,high,0.5,148244.85189138644,False,False
2018-09-28_13h55m47s,20180926_grapest12_dhb_final - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,23.0,33.0,51.0,2474.0,2018-09-28_13h55m47s,DHB,high,0.5,148244.85189138644,False,False
2018-10-07_14h40m17s,20181003_grape_ut23_bpyn_final - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,31.0,159.0,420.0,1626.0,2018-10-07_14h40m17s,Other Matrix,high,1.0,341445.884397977,False,False
2018-10-15_11h30m30s,comp grapes neg regions - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,47.0,115.0,489.0,1376.0,2018-10-15_11h30m30s,Other Matrix,high,1.0,341445.884397977,False,False
2018-10-15_11h44m04s,comp postive grape - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,37.0,45.0,150.0,3140.0,2018-10-15_11h44m04s,DHB,high,1.0,296489.7037827729,False,False
2019-01-24_23h23m35s,181014_eye_bpyn_ - total ion count,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,400000.0,33.0,124.0,201.0,1150.0,2019-01-24_23h23m35s,Other Matrix,high,1.0,375567.6657606486,True,True
2019-01-28_00h48m00s,181106_eye_3d_bpyn_30- total ion count,U Melbourne,Berin Boughton,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,400000.0,22.0,60.0,285.0,800.0,2019-01-28_00h48m00s,Other Matrix,high,1.0,375567.6657606486,False,False
2019-02-27_10h12m24s,regions - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,17.0,24.0,161.0,807.0,2019-02-27_10h12m24s,DHB,high,0.5,177893.82226966374,False,False
2019-03-01_04h10m18s,20190205_grape_ut3_r_dhb_pos - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,25.0,12.0,166.0,592.0,2019-03-01_04h10m18s,DHB,high,1.0,355787.6445393275,False,False
2019-07-19_08h57m17s,190713_sp_grape_negmode_rerun,U Melbourne,Sanuli Paralkar,True,Negative,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,100% Acetone,300000.0,65.0,106.0,380.0,712.0,2019-07-19_08h57m17s,Other Matrix,high,1.0,409735.0612775724,False,False
2016-09-22_11h16m07s,Brain01_Bregma1-42_02_centroid,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,260000.0,18.0,16.0,100.0,121.0,2016-09-22_11h16m07s,CHCA,high,1.0,158571.14415052487,True,False
2016-09-22_11h16m16s,Brain02_Bregma1-42_01,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,41.0,42.0,95.0,73.0,2016-09-22_11h16m28s,CHCA,high,0.25,39642.78603763122,False,False
2016-09-22_11h16m40s,Brain01_Bregma-3-88b_centroid,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,44.0,59.0,107.0,89.0,2016-09-22_11h16m40s,CHCA,high,1.0,158571.14415052487,False,False
2016-10-10_10h50m02s,UoRennes1//Sample5F1_patient4_DAN,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,200000.0,26.0,35.0,135.0,2801.0,2016-10-10_10h50m02s,DAN,medium,1.0,145599.22826546663,False,False
2016-12-09_16h28m13s,braintissue_dhblsprayed_hhqspot1p - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,19.0,31.0,37.0,38.0,2016-12-09_16h28m13s,DHB,high,0.5,79285.57207526243,False,False
2016-12-12_11h58m03s,braintissue_dhblsprayed_hhqspot100a - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,15.0,36.0,31.0,34.0,2016-12-12_11h58m03s,DHB,high,1.0,158571.14415052487,False,False
2016-12-21_09h49m12s,dhbsublimated_kidney_02 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,39.0,32.0,335.0,654.0,2016-12-21_14h25m44s,DHB,high,0.3333333333333333,52857.04805017494,False,False
2016-12-21_14h25m44s,dhbsublimated_kidney_03 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,48.0,74.0,380.0,444.0,2016-12-21_14h25m44s,DHB,high,0.3333333333333333,52857.04805017494,False,False
2017-02-24_13h22m14s,mouse_brain_dhb_03 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,50.0,62.0,226.0,320.0,2017-02-24_13h22m14s,DHB,high,1.0,211428.19220069982,True,True
2017-02-24_15h45m51s,mouse_brain_9aa_neg_01 - root mean square,U Rennes 1,LAVIGNE Régis,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,260000.0,14.0,37.0,58.0,51.0,2017-02-24_15h45m51s,9AA,high,1.0,243486.65451642565,True,False
2017-03-06_14h15m09s,head3_region3 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,47.0,42.0,209.0,434.0,2017-03-06_14h13m54s,CHCA,high,0.25,52857.048050174955,True,False
2017-05-31_14h17m03s,inra_rapeseed_stem_01,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,13.0,16.0,121.0,921.0,2017-05-31_14h17m03s,DHB,high,1.0,211428.19220069982,False,False
2017-11-27_16h07m06s,epi3_dhb_tail_ito08_48,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,62.0,68.0,390.0,384.0,2017-12-11_15h07m13s,DHB,high,0.16666666666666666,35238.03203344996,False,False
2020-03-02_11h40m06s,UR1_Epididymis_Tail_NEG,U Rennes 1,Mélanie Lagarrigue,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,none,260000.0,1.0,23.0,91.0,131.0,2020-03-02_11h40m06s,9AA,high,1.0,12999.57978863269,False,False
2021-11-29_12h56m57s,339_pos_rep2_di - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH | 0.1% TFA,260000.0,13.0,11.0,92.0,488.0,2021-11-29_12h56m57s,DHB,high,0.5,211428.19220069982,False,False
2022-01-07_13h33m50s,td01_broadband_9aa,U Rennes 1,LAVIGNE Régis,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),EtOH,70% EtOH,260000.0,63.0,54.0,110.0,139.0,2022-01-07_13h33m50s,9AA,high,1.0,547844.9726619577,False,False
2017-05-22_14h07m41s,Group1a_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,10.0,117.0,300.0,2427.0,2017-05-22_14h07m41s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h17m44s,100314_Echin_Esco2_NoPseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,35.0,211.0,435.0,1801.0,2017-05-22_14h17m44s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h22m54s,100314_Octo_Control_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,35.0,154.0,287.0,1814.0,2017-05-22_14h22m54s,DHB,medium,1.0,241530.3044746348,True,True
2017-05-22_14h23m39s,100314_Octo_Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,31.0,50.0,354.0,1955.0,2017-05-22_14h23m39s,DHB,medium,0.5,120765.1522373174,False,False
2017-05-22_14h24m25s,100314_Octo_Esco1_NoPseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,9.0,159.0,231.0,1554.0,2017-05-22_14h24m25s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h35m38s,070715_pseudo_Esco1-Infected_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,70.0,73.0,192.0,763.0,2017-05-22_14h35m38s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h36m04s,070715_pseudo_NoInfection_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,74.0,54.0,276.0,926.0,2017-05-22_14h36m04s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h36m55s,070715_PseudoFree_Esco1-infected_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,17.0,103.0,222.0,850.0,2017-05-22_14h36m55s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h40m26s,CC-Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,65.0,68.0,278.0,834.0,2017-05-22_14h40m26s,DHB,medium,0.5,120765.1522373174,True,False
2017-05-22_14h49m15s,ST-Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,7.0,42.0,246.0,969.0,2017-05-22_14h49m59s,DHB,medium,0.5,120765.1522373174,False,False
2017-05-22_14h50m37s,ST-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,50.0,54.0,207.0,692.0,2017-05-22_14h50m37s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h52m15s,Trich_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,15.0,14.0,87.0,445.0,2017-05-22_14h52m15s,DHB,medium,1.0,241530.3044746348,False,False
2017-05-22_14h53m51s,082115_ST-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,37.0,33.0,163.0,624.0,2017-05-22_14h53m51s,DHB,medium,1.0,241530.3044746348,False,False
2017-02-02_17h26m03s,univ_of_maryland_baltimore_jej_24_1_2,UM Baltimore,Claire Carter,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,192000.0,31.0,66.0,157.0,2740.0,2017-02-02_17h26m03s,DHB,medium,1.0,91362.2258622296,True,True
2017-08-03_16h44m09s,0261_50_4,UM Baltimore,Claire Carter,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,380000.0,45.0,91.0,139.0,329.0,2017-08-03_16h44m09s,9AA,high,1.0,114589.28898205853,False,False
2017-08-03_17h55m28s,mln_0147_bl_negativen - no normalization,UM Baltimore,Claire Carter,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,380000.0,5.0,38.0,161.0,433.0,2017-08-03_17h55m28s,9AA,high,1.0,114589.28898205853,False,False
2016-11-21_23h40m35s,N9,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,67.0,93.0,137.0,32.0,2016-11-21_23h35m13s,Other Solvent,medium,0.5,118336.11714071591,False,False
2016-11-22_02h01m20s,NO7,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,30.0,41.0,114.0,51.0,2016-11-22_01h59m36s,Other Solvent,medium,0.25,59168.058570357956,False,False
2016-11-22_02h03m42s,UT Austin//O2,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,34.0,47.0,179.0,88.0,2016-11-22_02h04m47s,Other Solvent,medium,0.16666666666666666,39445.37238023863,False,False
2016-11-22_02h03m58s,O3 dataset,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,43.0,63.0,143.0,118.0,2016-11-22_02h03m58s,Other Solvent,medium,1.0,236672.23428143183,True,False
2016-11-22_02h05m05s,O7,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,102.0,56.0,156.0,119.0,2016-11-22_02h05m48s,Other Solvent,medium,0.3333333333333333,78890.74476047726,False,False
2016-11-22_02h05m21s,UT Austin//O8,UT Austin,Jialing Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,111.0,48.0,118.0,38.0,2016-11-22_02h04m47s,Other Solvent,medium,0.16666666666666666,39445.37238023863,False,False
2019-01-25_20h10m37s,06192018_050118_98J_6,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,111.0,58.0,146.0,71.0,2019-01-25_20h10m37s,ACN,medium,1.0,280189.8719909446,False,False
2019-01-25_20h13m32s,09072017_07182017_38B_5,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,117.0,92.0,100.0,95.0,2019-01-25_20h35m39s,ACN,medium,0.038461538461538464,10776.533538113252,False,False
2019-01-25_20h20m33s,11072017_10122017_65B_3_5,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,75.0,105.0,301.0,223.0,2019-01-25_20h20m33s,ACN,medium,1.0,280189.8719909446,False,False
2019-01-25_20h23m12s,070717_051617_27B_7_F,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,150.0,69.0,4.0,57.0,2019-01-25_20h23m12s,ACN,medium,1.0,280189.8719909446,False,False
2019-01-25_20h31m09s,07252017_04052017_17b_PT_4,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,43.0,68.0,91.0,31.0,2019-01-25_20h31m09s,ACN,medium,1.0,280189.8719909446,False,False
2019-01-25_20h34m52s,09082017_04052017_17B_4,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,58.0,127.0,88.0,21.0,2019-01-25_20h35m39s,ACN,medium,0.038461538461538464,10776.533538113252,False,False
2019-01-25_20h35m57s,09082017_07182017_38D_5,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,110.0,64.0,115.0,33.0,2019-01-25_20h22m00s,ACN,medium,0.14285714285714285,40027.12457013494,False,False
2019-01-25_20h36m15s,09102017_04052017_17C_3,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,133.0,42.0,46.0,58.0,2019-01-25_20h41m33s,ACN,medium,0.058823529411764705,16481.75717593791,False,False
2019-01-25_20h37m00s,09122017_07112017_36E_2_6,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,73.0,98.0,121.0,44.0,2019-01-25_20h37m00s,ACN,medium,1.0,280189.8719909446,False,False
2019-01-25_20h39m58s,09192017_09122017_54F_6,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,59.0,16.0,45.0,85.0,2019-01-25_20h39m58s,ACN,medium,0.2,56037.97439818892,False,False
