ions,moleculeNames
C34H68NO8P+Na+,PE-NMe(14:0/14:0)
C24H32O4+H+,Ethynodiol Diacetate
C56H98O6+H+,"TG(20:2n6/15:0/18:3(9Z,12Z,15Z))"
C24H30O6+H+,Clausarinol
C46H95N2O6P+Na+,SM(d18:0/23:0)
C26H46NO7P+H+,"LysoPC(18:4(6Z,9Z,12Z,15Z))"
C54H100O6+Na+,TG(18:1(11Z)/15:0/18:1(9Z))
C29H50O3+H+,Schleicherastatin 3
C57H98O6+H+,"TG(22:2(13Z,16Z)/14:1(9Z)/18:3(9Z,12Z,15Z))"
C50H92O6+Na+,TG(16:1(9Z)/15:0/16:1(9Z))
C51H96NO8P+Na+,"PE-NMe2(24:1(15Z)/20:2(11Z,14Z))"
C47H89O8P+K+,"PA(24:0/20:2(11Z,14Z))"
C40H60O6+Na+,Mactraxanthin
C21H43O6P+Na+,DHAP(18:0e)
C47H74O2+H+,"CE(20:5(5Z,8Z,11Z,14Z,17Z)"
C52H98O6+Na+,TG(20:0/15:0/14:1(9Z))
C30H46O7+H+,Ganolucidic acid C
C38H70O5+K+,DG(16:0/0:0/18:2n6)
C54H102O5+Na+,"TG(18:2(9Z,12Z)/15:0/o-18:0)"
C46H78O4+K+,3-Hexadecanoyloleanolic acid
C39H75O8P+H+,PA(22:1(13Z)/14:0)
C28H50O+K+,Campestanol
C25H41O7P+H+,"LysoPA(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
C19H38O3+K+,3-hydroxypristanic acid
C22H34O4+Na+,ent-16a-Hydroxy-17-acetoxy-19-kauranal
C34H67NO3+Na+,Ceramide (d18:1/16:0)
C33H50O2+Na+,Deterrol stearate
C22H32O5+Na+,9alpha-(3-Methyl-2E-butenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate
C53H100NO8P+H+,"PE-NMe2(24:1(15Z)/22:2(13Z,16Z))"
C30H40O3+Na+,beta-Citraurin epoxide
C22H32O6+Na+,Dihydrofukinolide
C22H36O5+Na+,Bisnorcholic acid
C52H90O6+H+,"TG(16:1(9Z)/15:0/18:4(6Z,9Z,12Z,15Z))"
C53H94NO8P+H+,"PE-NMe2(24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C35H62O3+Na+,Epomuricenin B
C36H62O10+Na+,Notoginsenoside R9
C29H47NO4+Na+,23-Acetoxysoladulcidine
C23H34O5+H+,Digoxigenin
C59H108O6+H+,"TG(24:1(15Z)/14:0/18:2(9Z,12Z))"
C48H92O6+Na+,TG(19:0/18:0/8:0)
C55H96O6+H+,"TG(20:2n6/14:0/18:3(9Z,12Z,15Z))"
C34H62NO10P+H+,PS(14:1(9Z)/14:1(9Z))
C51H94NO8P+H+,"PE-NMe2(24:1(15Z)/20:3(8Z,11Z,14Z))"
C37H47NO4+H+,Janthitrem C
C37H75N2O6P+Na+,SM(d18:1/14:0)
C49H90O6+Na+,TG(14:1(9Z)/18:0/14:1(9Z))
C18H36O4+Na+,MG(0:0/i-15:0/0:0)
C46H82NO10P+H+,"PS(22:4(7Z,10Z,13Z,16Z)/18:0)"
C24H34O2+H+,"1,1'-[1,12-Dodecanediylbis(oxy)]bisbenzene"
C26H55NO7P+Na+,1-Stearoylglycerophosphocholine
C55H105NO13+K+,Lactosylceramide (d18:1/25:0)
C55H98O5+H+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0/o-18:0)"
C47H85O8P+Na+,"PA(24:1(15Z)/20:3(8Z,11Z,14Z))"
C22H32O3+H+,4-Hydroxy-all-trans-retinyl acetate
C52H96O6+Na+,TG(16:1(9Z)/15:0/18:1(9Z))
C12H26N6O3+Na+,Lysyl-Arginine
C26H45NO7S+H+,Taurohyocholate
C37H66O5+H+,DG(14:1n5/0:0/20:2n6)
C45H76O5+K+,DG(22:2n6/0:0/20:4n3)
C55H100O6+Na+,"TG(20:1(11Z)/14:0/18:2(9Z,12Z))"
C44H82NO7P+H+,"PC(o-18:2(9Z,12Z)/18:2(9Z,12Z))"
C20H28O2+H+,Dehydroabietic acid
C22H32O3+Na+,4-Hydroxy-all-trans-retinyl acetate
C23H28N4+Na+,Calycanthidine
C56H100O5+H+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/15:0/o-18:0)"
C22H40O4+H+,Octadecyl fumarate
C37H70NO7P+H+,PE(P-18:1(9Z)/14:1(9Z))
C29H44O2+H+,"(22E,24R)-Stigmasta-4,22-diene-3,6-dione"
C57H100O5+K+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/o-18:0)"
C37H64O7+K+,Mosinone A
C24H34O5+H+,Lucidone A
C16H34NO5P+Na+,Sphingosine 1-phosphate (d16:1-P)
C33H63O8P+H+,PA(16:1(9Z)/14:0)
C20H30O4+K+,"5,12-dihydroxy-6,8,10,14,17-eicosapentaenoic acid"
C40H56O7+H+,trans-3-Feruloylcorosolic acid
C36H60O7+H+,Ginsenoside Rh3
C20H30O6+H+,Sporotrichiol
C42H82NO8P+Na+,PE-NMe2(15:0/20:1(11Z))
C73H130O6+Na+,"TG(24:1(15Z)/22:4(7Z,10Z,13Z,16Z)/24:1(15Z))"
C48H84NO7P+K+,"PC(P-18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
C53H100O6+Na+,TG(22:0/14:0/14:1(9Z))
C54H94O6+H+,"TG(18:2(9Z,12Z)/15:0/18:3(9Z,12Z,15Z))"
C22H32O2+H+,"(Z,Z)-2-Methyl-5-(8,11,14-pentadecatrienyl)-1,3-benzenediol"
C56H100O2+K+,alpha-Amyrin cerotate
C51H101O8P+K+,PA(i-24:0/i-24:0)
C51H88O6+H+,"TG(16:1(9Z)/14:1(9Z)/18:3(9Z,12Z,15Z))"
C30H50O6+Na+,Theasapogenol A
C16H33O7P+Na+,LysoPA(i-13:0/0:0)
C57H85O4+H+,"3,4-dihydroxy-5-all-trans-decaprenylbenzoate"
C20H24N2O3+H+,11-Hydroxytubotaiwine
C27H46O2+Na+,26-hydroxycholesterol
C18H38O2Si+K+,Trimethylsilyl n-pentadecanoic acid
C39H77N2O7P+H+,SM(d18:0/16:1(9Z)(OH))
C57H110O6+Na+,TG(19:0/20:0/a-15:0)[rac]
C26H50O10+Na+,Polysorbate 20
C45H91N2O6P+Na+,SM(d18:1/22:0)
C18H30O3S+Na+,4-Dodecylbenzenesulfonic Acid
C21H26O4+Na+,7-(4-Hydroxy-3-methoxyphenyl)-5-methoxy-1-phenyl-3-heptanone
C18H24N2O5+Na+,Enalaprilat
C56H100O6+H+,"TG(18:2(9Z,12Z)/15:0/20:2n6)"
C28H48O4+H+,2-Deoxycastasterone
C19H40O3+K+,"1,2,4-Nonadecanetriol"
C48H96N2O6P+H+,SM(d19:1/24:1(15Z))
C42H81NO3+Na+,Cer(d18:1/24:1(15Z))
C55H98O6+H+,"TG(18:2(9Z,12Z)/16:0/18:2(9Z,12Z))"
C38H68O5+H+,DG(16:1n7/0:0/18:2n6)
C52H98O6+K+,TG(20:0/15:0/14:1(9Z))
C50H88O6+H+,"TG(14:1(9Z)/15:0/18:3(9Z,12Z,15Z))"
C23H40O3+H+,"3,4-Dimethyl-5-pentyl-2-furandodecanoic acid"
C18H28O5+H+,Cibaric acid
C27H42O5+K+,"24-Oxo-1alpha,23,25-trihydroxyvitamin D3"
C20H36O7+H+,"5,6-Dihydroxyprostaglandin F1a"
C19H34O3+K+,(R)-2-Hydroxysterculic acid
C44H62O4+K+,"FAHFA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14-O-22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C24H51NO7P+K+,1-palmitoylglycerophosphocholine
C42H58O4+H+,Peltatol A
C29H42O9+H+,Corchoroside A
C35H54O3+Na+,Panaxydol linoleate
C45H91N2O6P+H+,SM(d18:1/22:0)
C36H56O11+H+,Elatoside G
C34H63O8P+Na+,"PA(i-13:0/18:2(9Z,11Z))"
C20H39NO5+H+,3-hydroxytridecanoyl carnitine
C24H30O5+H+,Kamolonol
C26H53NO7P+H+,2-Oleoylglycerophosphocholine
C35H64O6+K+,cis-Murisolinone
C37H69O7P+H+,"PA(P-16:0e/18:2(9Z,12Z))"
C47H88O6+Na+,TG(16:0/14:0/14:1(9Z))
C40H64+K+,15-cis-Pytoene
C35H68O5+Na+,DG(i-24:0/0:0/8:0)
C36H64O5+H+,DG(14:1n5/0:0/18:2n6)
C45H90N2O6P+Na+,SM(d16:1/24:1(15Z))
C16H34O9+Na+,Octaethylene glycol
C34H59NO13+H+,Fumonisin B4
C36H62N2O+Na+,Nb-Hexacosanoyltryptamine
C14H30N4O2+K+,"N1,N12-Diacetylspermine"
C54H100O5+Na+,"TG(18:3(9Z,12Z,15Z)/15:0/o-18:0)"
C34H52O6+H+,"3beta,15alpha-Diacetoxylanosta-8,24-dien-26-oic acid"
C47H95N2O6P+H+,SM(d18:0/24:1(15Z))
C24H31NO4+Na+,Drotaverine
C52H96O6+K+,TG(16:1(9Z)/15:0/18:1(9Z))
C43H82NO8P+Na+,"PE-NMe2(18:0/18:2(9Z,12Z))"
C44H80NO10P+H+,"PS(22:2(13Z,16Z)/16:1(9Z))"
C24H30O4+H+,"(3'alpha,5'alpha,9'xi,10'beta)-O-(3-Hydroxy-7-drimen-11-yl)umbelliferone"
C41H81N2O6P+Na+,SM(d18:1/18:1(9Z))
C36H70O5+Na+,DG(a-25:0/0:0/8:0)
C40H64O3+Na+,CE(3M5)
C53H104NO8P+H+,PE-NMe2(24:1(15Z)/22:0)
C61H100O5+Na+,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z)/o-18:0)"
C47H90O6+Na+,TG(19:0/17:0/8:0)
C49H86O6+H+,"TG(14:1(9Z)/14:0/18:3(9Z,12Z,15Z))"
C33H62O6+Na+,TG(14:0/8:0/8:0)
C57H100O6+Na+,"TG(22:2(13Z,16Z)/14:0/18:3(9Z,12Z,15Z))"
C36H68O6+Na+,TG(a-17:0/8:0/8:0)[rac]
C48H72O2+Na+,Plastoquinone 8
C24H31NO4+H+,Drotaverine
C20H29FO3+H+,Fluoxymesterone
C18H30O5+K+,"(3b,6b,8a,12a)-8,12-Epoxy-7(11)-eremophilene-6,8,12-trimethoxy-3-ol"
C36H62O10+H+,Notoginsenoside R9
C37H68O5+K+,DG(16:1n7/0:0/18:1n9)
C45H78NO7P+H+,"PE(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
C41H78O10+H+,"1-O-beta-D-Glucopyranosyl-2,3-di-O-palmitoylglycerol"
C54H96O6+K+,"TG(18:2(9Z,12Z)/15:0/18:2(9Z,12Z))"
C58H102O5+H+,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/o-18:0)"
C19H36O4+K+,Avocadene 1-acetate
C34H50O7+H+,"3alpha,15alpha-Diacetoxy-(22R)-hydroxylanosta-7,9(11),24-trien-26-oic acid"
C17H35O7P+H+,LysoPA(i-14:0/0:0)
C40H62+K+,"(15Z,9'Z)-7,7',8,8',11,12-Hexahydrolycopene"
C42H81O10P+H+,PG(18:1(9Z)/18:0)
C27H44O4+K+,"3alpha,7beta-dihydroxy-5beta-cholest-24-en-26-oic Acid"
C38H66O4+K+,Erythrinasinate A
C40H58O5+H+,"3,6-Epoxy-5,5',6,6'-tetrahydro-b,b-carotene-3',5,5',6'-tetrol"
C32H61O8P+H+,PA(15:0/14:1(9Z))
C47H95N2O6P+Na+,SM(d18:0/24:1(15Z))
C45H74O5+Na+,DG(22:2n6/0:0/20:5n3)
C31H44O6+Na+,Glyuranolide
C39H75O8P+Na+,PA(22:1(13Z)/14:0)
C36H66O5+Na+,DG(14:0/0:0/18:2n6)
C37H48O+K+,2'-Apo-beta-carotenal
C15H30N6O4+K+,Kinetensin 1-3
C39H70O5+H+,DG(16:1n7/0:0/20:2n6)
C22H30O+K+,Desogestrel
C38H69NO2+K+,"1,1'-(1,4-Dihydro-4-nonyl-3,5-pyridinediyl)bis[1-dodecanone]"
C39H70O5+K+,DG(16:1n7/0:0/20:2n6)
C40H80NO7P+K+,PC(o-16:0/16:1(9Z))
C46H78NO8P+H+,"PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))"
C20H34O4+H+,"15-Hydroperoxyeicosa-8Z,11Z,13E-trienoate"
C35H62N4O4+H+,Pipecuronium
C38H64O5+H+,DG(15:0/0:0/20:5n3)
C18H30O17+H+,"6-{[3,4-dihydroxy-5-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxolan-2-yl]methoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C37H58O5+Na+,Hericene B
C18H28O3+Na+,[7]-Paradol
C40H77O8P+H+,PA(22:1(13Z)/15:0)
C43H72O2+K+,CE(16:2)
C35H64O7+Na+,cis-Goniothalamicin
C57H100O6+H+,"TG(22:2(13Z,16Z)/14:0/18:3(9Z,12Z,15Z))"
C54H96O6+H+,"TG(18:2(9Z,12Z)/15:0/18:2(9Z,12Z))"
C46H82NO8P+H+,"PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)"
C25H48O4+Na+,MG(22:1(13Z)/0:0/0:0)
C14H30O8+Na+,Heptaethylene glycol
C39H70NO10P+Na+,"PS(18:3(9Z,12Z,15Z)/15:0)"
C24H33FO6+H+,Flurandrenolide
C22H30O5+Na+,"11,12-Dimethylrosmanol"
C25H28N6O+H+,Irbesartan
C22H32O4+Na+,1-beta-hydroxymedroxyprogesterone
C22H29FO5+H+,Paramethasone
C45H80NO8P+H+,"PE-NMe2(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)"
C57H102O6+Na+,TG(20:2n6/14:0/20:2n6)
C30H44O7+H+,Ganoderic acid epsilon
C41H79O8P+H+,PA(24:0/14:1(9Z))
C20H32O5+K+,5-hydroperoxy-15-HETE
C33H60O5+K+,DG(14:1n5/0:0/16:1n7)
C79H136O17P2+H+,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))"
C21H38O4+H+,"MG(18:2(9Z,12Z)/0:0/0:0)"
C19H36O5+K+,DG(8:0/8:0/0:0)
C53H98O5+Na+,"TG(18:3(9Z,12Z,15Z)/14:0/o-18:0)"
C42H58O6+H+,Fucoxanthin
C19H32N2O5+H+,Perindopril
C39H56O4+H+,Caffeoylcycloartenol
C48H82NO8P+H+,"PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z))"
C39H79N2O6P+H+,Palmitoyl sphingomyelin
C34H66O5+Na+,DG(a-21:0/0:0/10:0)
C55H96O5+H+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z)/o-18:0)"
C34H68NO6P+Na+,CerP(d18:1/16:0)
C58H96O6+Na+,"TG(20:4(8Z,11Z,14Z,17Z)/15:0/20:4(8Z,11Z,14Z,17Z))"
C22H34NO3+K+,N-arachidonoylglycinate
C19H28O4+H+,(1E)-4-hydroxy-1-(4-hydroxy-3-methoxyphenyl)dodec-1-en-3-one
C41H73O8P+H+,"PA(20:3(8Z,11Z,14Z)/18:1(9Z))"
C43H69NO8+K+,Spirolide F
C18H31NO2S+H+,Farnesylcysteine
C25H26O12+H+,"6-{[3-(3,4-dimethoxyphenyl)-7-methoxy-8-methyl-4-oxo-4H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C36H56O10+H+,2a-Hydroxygypsogenin 3-O-b-D-glucoside
C30H50NO7P+Na+,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C41H58O5+Na+,4-Methoxycinnamoyloleanolic acid methyl ester
C47H79O8P+H+,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(13Z))"
C55H102O5+Na+,"TG(18:3(9Z,12Z,15Z)/16:0/o-18:0)"
C49H95NO8+H+,Glucosylceramide (d18:1/25:0)
C24H34O4+H+,9'-Carboxy-alpha-tocotrienol
C50H86O6+K+,"TG(14:1(9Z)/15:0/18:4(6Z,9Z,12Z,15Z))"
C18H29N3O5+Na+,Bambuterol
C59H100O6+H+,"TG(18:3(9Z,12Z,15Z)/20:1(11Z)/18:3(9Z,12Z,15Z))"
C45H90N2O6P+H+,SM(d16:1/24:1(15Z))
C25H45NO4+H+,Linoleyl carnitine
C27H46O4+H+,"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al"
C44H80NO8P+H+,"PE-NMe2(15:0/22:4(7Z,10Z,13Z,16Z))"
C37H72O5+Na+,DG(i-24:0/0:0/10:0)
C22H28O4+H+,Piperochromanoic acid
C24H34N2O5+H+,Trandolapril
C22H34O3+Na+,Volemolide
C59H92O4+K+,Ubiquinol-10
C29H52O3+K+,"(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol"
C19H37NO5+K+,3-hydroxydodecanoyl carnitine
C20H32O2+K+,Oryzalexin E
C37H67O8P+K+,"PA(20:3(8Z,11Z,14Z)/14:0)"
C37H58O6+Na+,Hericenone G
C25H47NO4+H+,Octadecenoylcarnitine
C77H138O17P2+Na+,"CL(20:4(5Z,8Z,11Z,14Z)/16:0/16:1(9Z)/16:1(9Z))"
C36H60O9+H+,Ginsenoside Rh8
C25H42O4+K+,"MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0)"
C18H32O2+K+,Octadecadienoate
C20H32O8+Na+,Cincassiol B
C40H60O2+K+,"7,8-Dihydroparasiloxanthin"
C50H90O7P2+H+,All trans decaprenyl diphosphate
C31H58O6+H+,TG(12:0/8:0/8:0)
C35H62O5+H+,DG(14:0/0:0/18:3n3)
C58H104O5+H+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/15:0/o-18:0)"
C21H26N2S2+H+,Thioridazine
C44H80NO8P+Na+,"PE-NMe2(15:0/22:4(7Z,10Z,13Z,16Z))"
C46H92N2O6P+H+,SM(d17:1/24:1(15Z))
C21H42O4+Na+,MG(i-18:0/0:0/0:0)
C57H104O6+Na+,"TG(22:1(13Z)/14:0/18:2(9Z,12Z))"
C53H96O6+Na+,TG(16:1(9Z)/18:1(9Z)/16:1(9Z))
C27H34O3+Na+,Nandrolone phenpropionate
C33H64O5+Na+,DG(i-20:0/0:0/10:0)
C12H26N8O3+H+,Arginyl-Arginine
C23H40O4+H+,Persin
C37H68O4+K+,Cohibin D
C17H26O4+Na+,Myrsinone
C45H76O2+K+,"CE(18:2(9Z,12Z))"
C58H104O6+K+,TG(20:2n6/15:0/20:2n6)
C44H84NO8P+Na+,"PE-NMe2(15:0/22:2(13Z,16Z))"
C60H94O6+H+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C44H82NO10P+Na+,PS(24:1(15Z)/14:1(9Z))
C42H80NO10P+Na+,PS(22:1(13Z)/14:0)
C17H33O7P+H+,1-(9Z-tetradecenoyl)-glycero-3-phosphate
C22H36O4+Na+,7-O-Acetylaustroinulin
C39H78NO8P+H+,PE-NMe2(18:0/14:0)
C20H26N4O+H+,Lisuride
C20H30O2+K+,Methenolone
C19H34O4+K+,1-Acetoxy-2-hydroxy-16-heptadecen-4-one
C36H64O5+Na+,DG(14:1n5/0:0/18:2n6)
C37H66O7+K+,Gigantetronenin
C26H56NO6P+K+,1-octadecylglycero-3-phosphocholine
C19H34O5+Na+,13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid
C37H65O8P+K+,"PA(20:3(8Z,11Z,14Z)/14:1(9Z))"
C25H46NO7P+H+,"LysoPE(20:3(8Z,11Z,14Z)/0:0)"
C43H70O3+K+,CE(8F4)
C56H104O5+Na+,TG(20:3n6/15:0/o-18:0)
C34H48O7+H+,"(24E)-3alpha,15alpha-Diacetoxy-23-oxo-7,9(11),24-lanostatrien-26-oic acid"
C52H103O8P+Na+,PA(i-24:0/a-25:0)
C16H30O4+Na+,"2,2,4-Trimethyl-1,3-pentadienol diisobutyrate"
C27H53O7P+K+,LysoPA(24:1(15Z)/0:0)
C24H30O3+H+,Umbelliprenin
C73H126O6+K+,"TG(24:1(15Z)/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C23H48NO7P+Na+,LysoPE(18:0/0:0)
C38H62O9+H+,Goyaglycoside c
C56H102O6+K+,"TG(20:1(11Z)/15:0/18:2(9Z,12Z))"
C43H80O6+K+,Glycerol 1-(9Z-octadecenoate) 2-octanoate 3-tetradecanoate
C63H116O5+H+,"TG(18:4(6Z,9Z,12Z,15Z)/24:0/o-18:0)"
C22H30O4+Na+,Piperoic acid
C52H102NO8P+H+,PE-NMe(24:1(15Z)/22:0)
C21H36NO+Na+,Tridihexethyl
C40H80NO8P+H+,PE-NMe2(18:0/15:0)
C19H26O4+H+,"3-[2-(3,7-dimethylocta-2,6-dien-1-yl)-3,4-dihydroxyphenyl]propanoic acid"
C20H28N2O5+H+,Remifentanil
C55H102O6+Na+,TG(18:1(11Z)/14:0/20:1(11Z))
C32H48O6+H+,"(24E)-3alpha-Acetoxy-15alpha,22S-dihydroxylanosta-7,9(11),24-trien-26-oic acid"
C22H40O11+H+,Citronellyl beta-sophoroside
C19H25BN4O4+Na+,Bortezomib
C20H36O3+Na+,"(13R,14R)-7-Labdene-13,14,15-triol"
C22H28O5+Na+,Tanabalin
C55H94O6+H+,"TG(20:3n6/14:0/18:3(9Z,12Z,15Z))"
C35H65O8P+H+,"PA(18:2(9Z,12Z)/14:0)"
C27H44O2+Na+,27alpha-Hydroxy-8-dehydrocholesterol
C22H28N2O11+Na+,Cappariloside B
C26H50NO7P+K+,2-linoleoyl-sn-glycero-3-phosphocholine
C39H66O5+K+,DG(18:1n9/0:0/18:4n3)
C19H34O5+K+,13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid
C46H80NO7P+K+,"PC(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C57H96O6+H+,"TG(18:3(9Z,12Z,15Z)/16:0/20:4(8Z,11Z,14Z,17Z))"
C20H26O3+H+,"Methyl cis-p-coumarate 3-(3,7-dimethyl-2,6-octadienyl)"
C59H104O5+H+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/o-18:0)"
C45H83O8P+K+,"PA(22:1(13Z)/20:2(11Z,14Z))"
C59H98O5+Na+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)/o-18:0)"
C27H36O3+Na+,Apo-10'-violaxanthal
C23H28O5+Na+,Armillarivin
C54H98O6+Na+,"TG(18:1(11Z)/15:0/18:2(9Z,12Z))"
C38H58O6+Na+,Armillatin
C22H34O3+H+,Volemolide
C43H87N2O6P+H+,SM(d18:1/20:0)
C53H94O5+H+,"TG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)/o-18:0)"
C53H102O5+Na+,TG(18:1(11Z)/14:0/o-18:0)
C12H26O7+Na+,Hexaethylene glycol
C24H38O4+K+,12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid
C21H32O2+Na+,"5-alpha-Pregnan-3,20-dione"
C31H61O10P+H+,PG(i-13:0/i-12:0)
C32H53N2O4+H+,Rocuronium
C59H102O6+H+,"TG(18:3(9Z,12Z,15Z)/20:0/18:3(9Z,12Z,15Z))"
C21H30O+Na+,"3-(8,11,14-Pentadecatrienyl)phenol"
C26H42O2+K+,"1-Phenyl-1,3-eicosanedione"
C16H28O8+H+,Foeniculoside VII
C26H32O5+H+,Heliocide B2
C55H104O5+Na+,TG(20:2n6/14:0/o-18:0)
C49H98NO8P+H+,PE-NMe2(20:0/22:0)
C20H28O4+K+,"5,6-epoxy,18R-HEPE"
C40H79NO3+Na+,Cer(d18:0/22:1(13Z))
C17H24N6O3+H+,Tryptophyl-Arginine
C53H96NO8P+Na+,"PE-NMe2(24:0/22:5(4Z,7Z,10Z,13Z,16Z))"
C36H71NO3+Na+,Cer(d18:0/18:1(9Z))
C49H78O4+Na+,Ubiquinol 8
C39H79N2O6P+K+,Palmitoyl sphingomyelin
C42H74O5+K+,DG(18:2n6/0:0/20:2n6)
C25H26O5+H+,Albanin D
C22H26O4+H+,Acetylsalvipisone
C35H60N2O4+K+,Pancuronium
C43H80NO7P+Na+,"PE(P-18:1(9Z)/20:2(11Z,14Z))"
C52H100NO10P+K+,PS(24:1(15Z)/22:0)
C26H28N2+Na+,Cinnarizine
C29H54O6+Na+,TG(8:0/8:0/10:0)
C61H118O5+Na+,TG(24:1(15Z)/16:0/o-18:0)
C40H77O10P+H+,PG(18:1(9Z)/16:0)
C38H66O2+H+,Helianyl octanoate
C22H28O2+H+,Etonogestrel
C37H68O7+K+,Asitrilobin C
C21H44NO6P+Na+,PE(P-16:0e/0:0)
C45H89N2O6P+H+,SM(d18:1/22:1(13Z))
C18H28N2O4+Na+,Acebutolol
C55H96O6+Na+,"TG(20:2n6/14:0/18:3(9Z,12Z,15Z))"
C37H62O5+H+,DG(14:1n5/0:0/20:4n3)
C44H80NO10P+Na+,"PS(22:2(13Z,16Z)/16:1(9Z))"
C22H32O7+Na+,Anhydrocinnzeylanine
C47H78O5+Na+,DG(22:2n6/0:0/22:5n3)
C21H24N2O2S+H+,N-Desmethyleletriptan
C18H38NO5P+Na+,Sphing-4-enine-1-phosphate
C42H81O8P+H+,PA(24:1(15Z)/15:0)
C46H90NO6P+H+,CerP(d18:1/26:1(17Z))
C39H62O5+Na+,DG(18:3n3/0:0/18:4n3)
C21H30O3+Na+,11-hydroxy-Delta(9)-tetrahydrocannabinol
C50H88O2+K+,Campesteryl brassidate
C46H84NO10P+H+,"PS(22:2(13Z,16Z)/18:1(9Z))"
C52H100O6+Na+,TG(19:0/20:0/10:0)
C24H50NO6P+K+,LysoPC(P-16:0)
C37H66O6+K+,Neoannonin B
C27H48O2+K+,Lepidiumterpenoid
C59H106O5+H+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/o-18:0)"
C36H54O3+K+,"(3b,24R,25x)-26-Benzoyloxystigmast-5-ene-3-ol"
C23H38O7S+H+,3-Sulfodeoxycholic acid
C40H58O4+H+,Oryzanol A
C23H30N2+K+,Emopamil
C34H65O8P+H+,PA(16:1(9Z)/15:0)
C58H88O3+Na+,"2-Decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone"
C24H30O7+H+,Melleolide H
C44H86NO10P+Na+,PS(24:0/14:0)
C19H32O6+K+,"5,7-Megastigmadien-9-ol glucoside"
C58H90O4+Na+,3-demethylubiquinol-10
C50H86O6+H+,"TG(14:1(9Z)/15:0/18:4(6Z,9Z,12Z,15Z))"
C60H96O6+Na+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/15:0/22:5(7Z,10Z,13Z,16Z,19Z))"
C51H96O5+Na+,DG(24:1n9/0:0/24:1n9)
C20H28O2+Na+,Dehydroabietic acid
C29H56O5+Na+,DG(i-18:0/0:0/8:0)
C27H54O4+Na+,MG(i-24:0/0:0/0:0)
C36H66O5+H+,DG(14:0/0:0/18:2n6)
C19H30O5+Na+,[6]-Gingerdiol 5-acetate
C46H88O6+Na+,TG(19:0/16:0/8:0)
C26H42N2O37S5+K+,Ardeparin
C45H93N2O6P+Na+,SM(d18:0/22:0)
C43H70O3+Na+,CE(8F4)
C35H66O5+Na+,DG(14:0/0:0/18:1n9)
C43H70O5+K+,DG(22:4n6/0:0/18:3n3)
C54H104O5+Na+,TG(18:1(11Z)/15:0/o-18:0)
C73H138O6+K+,TG(24:1(15Z)/22:0/24:1(15Z))
C48H88O6+Na+,TG(14:1(9Z)/15:0/16:1(9Z))
C32H50O7+H+,Hovenidulcigenin B
C56H96O6+H+,"TG(20:3n6/15:0/18:3(9Z,12Z,15Z))"
