ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2022-01-19_03h09m11s,047pilot_mimetic2_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,46.0,66.0,131.0,1888.0,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285,3913774394.496793,False,False
2022-02-03_20h02m30s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+K]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,76.0,97.0,244.0,584.0,2022-02-03_20h02m30s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-02-03_20h07m15s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+Na]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,25.0,27.0,52.0,243.0,2022-02-03_20h07m15s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-02-03_20h15m22s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+H]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,33.0,49.0,78.0,182.0,2022-02-03_20h15m22s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-02-07_18h03m46s,036_pilot_Sec4_S2_lip_neg_20220203_jl,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,47.0,71.0,131.0,2720.0,2022-02-07_18h05m58s,NEDC,high,0.3333333333333333,9132140253.825846,False,False
2022-02-07_18h06m27s,036_pilot_Mimetic1_S2_lip_neg_20220203_jl,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,46.0,79.0,154.0,2138.0,2022-02-07_18h06m27s,NEDC,high,1.0,27396420761.477543,True,False
2022-02-07_18h14m30s, 036_pilot_Mimetic2_S2_lip_neg_20220204_jl,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,43.0,71.0,133.0,1344.0,2022-02-07_18h14m30s,NEDC,high,1.0,27396420761.477543,False,False
2022-02-17_01h51m02s,20220215_dv_meredith_hpmc_neg_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,36.0,58.0,166.0,1869.0,2022-02-17_01h51m02s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-17_01h52m03s,20220215_dv_meredith_gelatine_lowmz_neg,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,67.0,76.0,240.0,1886.0,2022-02-17_01h52m03s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-17_03h10m46s,20220215_dv_meredith_hpmc_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,36.0,58.0,166.0,1869.0,2022-02-17_07h52m02s,NEDC,medium,0.5,18848372120.851887,False,False
2022-02-17_03h11m42s,20220215_dv_meredith_gelatine_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,67.0,76.0,240.0,1886.0,2022-02-17_07h50m39s,NEDC,medium,0.5,18848372120.851887,False,False
2022-02-17_07h50m39s,20220215_dv_meredith_gelatine_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,67.0,76.0,240.0,1886.0,2022-02-17_07h50m39s,NEDC,medium,0.5,18848372120.851887,False,False
2022-02-17_07h52m02s,20220215_dv_meredith_hpmc_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,36.0,58.0,166.0,1869.0,2022-02-17_07h52m02s,NEDC,medium,0.5,18848372120.851887,False,False
2022-02-17_18h52m34s,20220215_dv_meredith_hpmc_lowmz_separate,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,36.0,58.0,166.0,1869.0,2022-02-17_18h52m34s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-17_20h55m59s,20220211_dv_meredith_2_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,27.0,120.0,289.0,187.0,2022-02-17_20h55m59s,NEDC,medium,0.25,9424186060.425943,False,False
2022-02-17_20h56m35s,20220211_dv_meredith_5_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,26.0,96.0,214.0,283.0,2022-02-17_20h55m59s,NEDC,medium,0.25,9424186060.425943,False,False
2022-02-17_22h10m19s,20220215_dv_meredith_gelatine_lowmz_50000peaks,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,76.0,104.0,128.0,513.0,2022-02-17_22h10m19s,NEDC,medium,1.0,37696744241.70377,True,True
2022-02-17_22h10m58s,20220215_dv_meredith_hpmc_lowmz_50000peaks,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,49.0,57.0,40.0,348.0,2022-02-17_22h10m58s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-18_01h40m28s,20220215_dv_gelatine_meredith_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,75.0,104.0,77.0,469.0,2022-02-18_01h40m28s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-18_02h48m18s,20220215_dv_hpmc_meredith_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,43.0,92.0,48.0,470.0,2022-02-18_02h48m18s,NEDC,medium,1.0,37696744241.70377,False,False
2022-02-23_00h40m56s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_aFT_2_TICnITAGC_SN0p0_centroid_recalib5ppmslice_TICnormalized,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,236.0,235.0,148.0,,2022-02-23_00h40m56s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-02-23_19h48m42s,S-2111-008287_Sec6_S1_lip_pos_20220221_jl,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,16.0,13.0,26.0,588.0,2021-06-23_23h28m58s,DHB,high,0.015873015873015872,241999069.87505272,False,False
2022-02-23_21h58m08s,meredith_neg_lowmz_gelatine_notape,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,44.0,94.0,139.0,135.0,2022-02-23_21h58m08s,NEDC,medium,1.0,37696744241.70377,True,True
2022-02-23_22h31m59s,meredith_gelatine_lowmz_neg_notape_01,PNNL,Dusan Velickovic,True,Negative,sorghum,root,control,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,44.0,94.0,139.0,135.0,2022-02-23_22h31m59s,NEDC,medium,1.0,37696744241.70377,False,False
2022-04-19_20h53m41s,mac_p7_control_1_neg_lowmz,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p7_control,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,61.0,69.0,135.0,799.0,2022-04-19_20h53m41s,NEDC,medium,1.0,7033076597.162026,True,True
2022-04-20_00h01m08s,mac_p6_nitrate_1_50um_15T,PNNL,Dusan Velickovic,True,Negative,sorghum,root,mac_p6_nitrate,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,200000.0,27.0,71.0,330.0,242.0,2022-04-20_00h01m08s,NEDC,medium,1.0,7033076597.162026,False,False
2022-05-12_20h08m36s,data001,PNNL,mike taylor,True,Positive,coriandrum sativum,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,23.0,17.0,518.0,8407.0,2022-05-12_20h08m36s,Other Solvent,medium,0.3333333333333333,61385212973.103745,False,False
2022-05-12_20h55m12s,Corriander_LAESI_Neg_Imagecal_100_S2_Neg,PNNL,mike taylor,True,Negative,coriandrum sativum,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,24.0,131.0,473.0,1403.0,2022-05-12_20h55m12s,Other Solvent,medium,1.0,158924098468.69324,False,False
2022-05-14_00h32m49s,data001,PNNL,mike taylor,True,Positive,coriandrum sativum,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,6.0,26.0,333.0,5882.0,2022-05-12_20h08m36s,Other Solvent,medium,0.3333333333333333,61385212973.103745,True,False
2022-05-14_01h43m50s,data001,PNNL,mike taylor,True,Positive,arabidopsis,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,11.0,17.0,645.0,9075.0,2022-05-12_20h08m36s,Other Solvent,medium,0.3333333333333333,55164108056.75282,False,False
2022-05-19_18h46m36s,Sequential_1-20006_chB.A_rs_SN0p5_PbP_centroid_MSI_export,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,179.0,144.0,97.0,427.0,2022-05-19_18h46m36s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-06-28_03h01m59s,area3,PNNL,mike taylor,True,Positive,arabidopsis,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,12.0,15.0,149.0,5749.0,2022-06-28_03h01m59s,Other Solvent,medium,1.0,165492324170.25848,False,False
2022-06-30_00h28m18s,data02_20220628165430,PNNL,mike taylor,True,Positive,arabidopsis,whole organism,n/a,ESI,IRMALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,46.0,73.0,519.0,4266.0,2022-06-30_00h28m18s,Other Solvent,medium,1.0,91151297526.80647,True,False
2017-05-17_05h52m50s,Servier_Ctrl_rat_liver_9aa,Servier,Mathieu Gaudin,True,Negative,rat,liver,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,180000.0,4.0,42.0,87.0,561.0,2017-05-17_05h52m50s,9AA,medium,1.0,62419764897.23174,False,False
2017-05-17_16h29m23s,Servier_Ctrl_rat_brain_9aa,Servier,Mathieu Gaudin,True,Negative,rat,brain,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,180000.0,46.0,47.0,6.0,32.0,2017-05-17_16h29m23s,9AA,medium,1.0,49109362976.0665,False,False
2017-07-24_19h42m31s,Servier_Ctrl_mouse_wb_lateral_plane_9aa,Servier,Mathieu Gaudin,True,Negative,mouse,whole organism,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,none,180000.0,4.0,18.0,35.0,48.0,2017-07-24_19h42m31s,9AA,medium,1.0,38826259668.012314,False,False
2017-07-26_18h25m14s,Servier_Ctrl_mouse_wb_median_plane_9aa,Servier,Mathieu Gaudin,True,Negative,mouse,whole organism,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,none,180000.0,7.0,27.0,33.0,61.0,2017-07-26_18h25m14s,9AA,medium,1.0,38826259668.012314,False,False
2017-08-03_15h09m06s,Servier_Ctrl_mouse_wb_median_plane_chca,Servier,Mathieu Gaudin,True,Positive,mouse,whole organism,control,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,180000.0,18.0,20.0,50.0,229.0,2017-08-03_15h09m06s,CHCA,medium,1.0,9061474905.082306,False,False
2017-06-14_16h32m33s,MALDI_brain_2xNADEL_aFT,SpectroSwiss,Nagornov Spectroswiss,True,Positive,rat,brain,n/a,MALDI,MALDI,FTICR,FTICR,Other,none,Other,,800000.0,59.0,47.0,89.0,755.0,2017-06-14_16h32m33s,Other Matrix,high,1.0,35564167689.237724,False,False
2017-06-22_09h13m13s,MALDI_brain_2xNADEL_aFT_430ms,SpectroSwiss,Nagornov Spectroswiss,True,Positive,rat,brain,n/a,MALDI,MALDI,FTICR,FTICR,Other,none,Other,,400000.0,38.0,23.0,56.0,376.0,2017-06-22_09h13m13s,Other Matrix,high,1.0,35564167689.237724,False,False
2020-01-15_21h08m26s,15_brain_100k_RAW,SpectroSwiss,Nagornov Spectroswiss,True,Positive,n/a,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap XL,Other,N/A,Other,none,169705.62748477142,12.0,29.0,131.0,703.0,2020-01-15_21h08m26s,Other Matrix,medium,1.0,68712519066.31056,False,False
2020-01-16_10h14m47s,15_brain_500k_aFT,SpectroSwiss,Nagornov Spectroswiss,True,Positive,n/a,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap XL,Other,N/A,Other,none,707106.7811865476,25.0,21.0,161.0,1102.0,2020-01-16_10h14m47s,Other Matrix,high,1.0,71474855619.95795,False,False
2020-01-16_13h13m47s,14_brain_60k_4-33671_chB_rxs_SN0p5_centroid_aFT_recalib,SpectroSwiss,Nagornov Spectroswiss,True,Positive,n/a,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap XL,Other,N/A,Other,none,169705.62748477142,33.0,95.0,400.0,1374.0,2020-01-16_13h13m47s,Other Matrix,medium,1.0,68712519066.31056,False,False
2020-01-16_13h41m12s,14_image_brain_60k_RAW_mFT,SpectroSwiss,Nagornov Spectroswiss,True,Positive,n/a,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap XL,Other,N/A,Other,none,84852.81374238571,30.0,46.0,373.0,562.0,2020-01-16_13h41m12s,Other Matrix,medium,1.0,68712519066.31056,False,False
2016-09-21_16h07m23s,UoMelbourne//160611_Kangaroo_Image,U Melbourne,Berin Boughton,True,Negative,macropus giganteus (kangaroo),brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,300000.0,7.0,15.0,115.0,476.0,2016-09-21_16h07m23s,Other Matrix,high,1.0,41797753576.16792,False,False
2016-09-23_14h04m09s,UoMelbourne//140702_UNInfected_BPYN_Neg,U Melbourne,Berin Boughton,True,Negative,mosquito,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,200000.0,21.0,42.0,79.0,305.0,2016-09-23_14h04m09s,Other Matrix,medium,1.0,82708888224.8794,True,True
2016-11-18_06h01m50s,150617_Rat_DAN_Neg-centroid,U Melbourne,Berin Boughton,True,Negative,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,24.0,47.0,113.0,516.0,2016-11-18_06h01m50s,DAN,high,1.0,4554282158.635366,False,False
2016-12-01_18h11m49s,150616_BPYN_Rat_Brain_POS_centroid,U Melbourne,Berin Boughton,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,720000.0,46.0,38.0,172.0,1878.0,2016-12-01_18h11m49s,Other Matrix,high,1.0,9647405164.396053,False,False
2016-12-01_18h42m02s,150618-RatBrain-DHA-POS_centroid,U Melbourne,Berin Boughton,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,,720000.0,57.0,37.0,162.0,1654.0,2016-12-01_18h42m02s,DHAP,high,1.0,2354910283.032074,False,False
2017-01-19_15h48m03s,150616_BPYN_Rat_Brain_NEG_centroid_jul22_maxof1_med5,U Melbourne,Berin Boughton,True,Negative,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,720000.0,66.0,42.0,146.0,1127.0,2017-01-19_15h48m03s,Other Matrix,high,1.0,7195909292.026237,False,False
2017-03-14_05h52m34s,20170221_rat_bpyn-neg-region4,U Melbourne,Dinaiz Thinagaran,True,Negative,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,720000.0,112.0,41.0,14.0,32.0,2017-03-14_05h52m34s,Other Matrix,high,1.0,11103345057.595142,False,False
2017-03-14_06h02m25s,20170221_rat_dan-pos-reg4,U Melbourne,Dinaiz Thinagaran,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,53.0,15.0,9.0,,2017-03-14_06h04m25s,DAN,high,0.3333333333333333,2346024416.5075736,False,False
2017-04-10_16h37m14s,170321_kangaroobrain-bpyn1-pos_maxof50.0_med1r,U Melbourne,Berin Boughton,True,Positive,macropus giganteus (kangaroo),brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,780000.0,21.0,13.0,51.0,896.0,2017-04-10_16h37m14s,Other Matrix,high,1.0,64578349785.65728,False,False
2017-07-07_07h37m30s,140621_mos_lipids_tlc_maldi_rms,U Melbourne,Dinaiz Thinagaran,True,Positive,n/a,n/a,n/a,MALDI,MALDI,FTICR,FTICR,Other,N/A,Other,,200000.0,66.0,62.0,13.0,56.0,2017-07-07_07h37m30s,Other Matrix,medium,1.0,27019126205.35761,True,True
2017-08-02_00h07m28s,170801_NEG_Diseased_09-040_bpyn_rms,U Melbourne,Dinaiz Thinagaran,True,Negative,human,brain,diseased,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,66.0,71.0,98.0,208.0,2017-08-09_01h24m04s,Other Matrix,high,0.5,8082688437.83693,False,False
2017-08-02_00h09m50s,170801_NEG_CTR_04-273_bpyn_rms,U Melbourne,Dinaiz Thinagaran,True,Negative,human,brain,healthy,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,24.0,69.0,135.0,151.0,2017-08-10_06h56m24s,Other Matrix,high,0.3333333333333333,7306127226.476123,False,False
2017-08-15_02h17m49s,170812_neg_diseased-09-066-bpyn-rms,U Melbourne,Dinaiz Thinagaran,True,Negative,human,brain,diseased,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,67.0,54.0,188.0,407.0,2017-08-15_02h17m49s,Other Matrix,high,1.0,16165376875.67386,True,True
2018-09-23_07h53m38s,20180920_grapeut2_bpyn - root mean square1,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,none,300000.0,152.0,90.0,126.0,363.0,2018-09-23_07h53m38s,Other Matrix,high,1.0,89105631781.90625,False,False
2018-09-27_06h39m01s,20180926_grapest12_dhb_final - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,23.0,33.0,51.0,2474.0,2018-09-28_13h55m47s,DHB,high,0.5,19291783204.70795,False,False
2018-09-28_13h55m47s,20180926_grapest12_dhb_final - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,23.0,33.0,51.0,2474.0,2018-09-28_13h55m47s,DHB,high,0.5,19291783204.70795,False,False
2018-10-07_12h42m25s,20181002_grapest12_bpyn_final - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,63.0,169.0,473.0,1129.0,2018-10-07_12h42m25s,Other Matrix,high,0.5,44552815890.953125,False,False
2018-10-07_14h40m17s,20181003_grape_ut23_bpyn_final - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,31.0,159.0,420.0,1626.0,2018-10-07_14h40m17s,Other Matrix,high,1.0,89105631781.90625,False,False
2018-10-08_01h26m58s,20181005_grapest34_bpyn_final - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,58.0,180.0,498.0,1555.0,2018-10-07_12h42m25s,Other Matrix,high,0.5,44552815890.953125,False,False
2018-10-15_11h30m30s,comp grapes neg regions - root mean square,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,acetone,300000.0,47.0,115.0,489.0,1376.0,2018-10-15_11h30m30s,Other Matrix,high,1.0,89105631781.90625,False,False
2018-10-15_11h44m04s,comp postive grape - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,37.0,45.0,150.0,3140.0,2018-10-15_11h44m04s,DHB,high,1.0,38583566409.4159,False,False
2019-02-27_10h12m24s,regions - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,17.0,24.0,161.0,807.0,2019-02-27_10h12m24s,DHB,high,0.5,23150139845.649544,False,False
2019-03-01_04h10m18s,20190205_grape_ut3_r_dhb_pos - root mean square,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,Methanol/ water,300000.0,25.0,12.0,166.0,592.0,2019-03-01_04h10m18s,DHB,high,1.0,46300279691.29909,False,False
2019-07-15_04h42m10s,Grape POS MODE rerun,U Melbourne,Sanuli Paralkar,True,Positive,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,95 % methanol 5 % water,300000.0,20.0,18.0,131.0,1649.0,2019-07-15_04h42m10s,DHB,high,1.0,46300279691.29909,True,False
2019-07-17_04h47m10s,sp_grape_negmode_rerun,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,100% Acetone,300000.0,65.0,106.0,380.0,712.0,2019-07-17_04h47m10s,Other Matrix,high,1.0,106926758138.28749,True,True
2019-07-19_08h57m17s,190713_sp_grape_negmode_rerun,U Melbourne,Sanuli Paralkar,True,Negative,vitis vinifera,berry,n/a,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Acetone,100% Acetone,300000.0,65.0,106.0,380.0,712.0,2019-07-19_08h57m17s,Other Matrix,high,1.0,106926758138.28749,True,True
2016-09-22_11h16m38s,UR1//14ag04907_02d_centroid,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,pancreas,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,137.0,116.0,60.0,,2016-09-22_11h16m38s,CHCA,high,1.0,406243187.07158214,False,False
2017-02-17_14h38m11s,U Rennes 1//mouse_brain_hcca_03 - positive_mode,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,17.0,16.0,56.0,285.0,2017-02-17_14h27m32s,CHCA,high,0.3333333333333333,982793003.22852,False,False
2017-02-17_14h41m43s,U Rennes 1//mouse_brain_dhb_01 - positive_mode,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,67.0,51.0,256.0,308.0,2017-02-17_14h56m37s,DHB,high,0.5,2256791391.110982,False,False
2017-02-24_13h22m14s,mouse_brain_dhb_03 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,50.0,62.0,226.0,320.0,2017-02-24_13h22m14s,DHB,high,1.0,4513582782.221964,False,False
2017-02-24_15h03m08s,mouse_brain_dithranol_02 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,"1,8,9-anthracenetriol (Dithranol)",Other,,260000.0,24.0,22.0,32.0,475.0,2017-02-24_15h03m08s,Other Matrix,high,0.5,6039339818.928037,False,False
2017-05-31_14h17m03s,inra_rapeseed_stem_01,U Rennes 1,LAVIGNE Régis,True,Positive,brassica napus (rapeseed),stem,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,13.0,16.0,121.0,921.0,2017-05-31_14h17m03s,DHB,high,1.0,225066138805.81995,True,False
